Name,Price,Rating,Specifications,URL
"Xiaomi 11i Hypercharge 5G (Stealth Black, 128 GB)","₹26,999","4.212,647 Ratings & 1,205 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP + 8MP + 2MP | 16MP Front Camera4500 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-11i-hypercharge-5g-stealth-black-128-gb/p/itmd19127afbbce1?pid=MOBG9QWVZFNZDNMM&lid=LSTMOBG9QWVZFNZDNMMGF5UXW&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_62&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBG9QWVZFNZDNMM.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Redmi K20 Pro (Glacier Blue, 128 GB)","₹28,999","4.563,157 Ratings & 7,692 Reviews",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 855 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/redmi-k20-pro-glacier-blue-128-gb/p/itmfgfjthe3dyjp3?pid=MOBFG7UYZ7DCKWSR&lid=LSTMOBFG7UYZ7DCKWSRHOQYRI&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_63&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBFG7UYZ7DCKWSR.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"REMI Note 11 Pro (Phantom White, 128 GB)","₹22,999",4.3115 Ratings & 6 Reviews,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 Months Warranty,https://www.flipkart.com/remi-note-11-pro-phantom-white-128-gb/p/itme7022ee103b26?pid=MOBGHDXFUUKAHQR3&lid=LSTMOBGHDXFUUKAHQR3TSRL7Z&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_64&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBGHDXFUUKAHQR3.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)","₹28,999","4.27,297 Ratings & 763 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP + 8MP + 2MP | 16MP Front Camera4500 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-11i-hypercharge-5g-camo-green-128-gb/p/itm1b9143305bed6?pid=MOBG9QWV4538QGMH&lid=LSTMOBG9QWV4538QGMHMWLMGB&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_65&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBG9QWV4538QGMH.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 11i Hypercharge 5G (Camo Green, 128 GB)","₹26,999","4.212,647 Ratings & 1,205 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP + 8MP + 2MP | 16MP Front Camera4500 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-11i-hypercharge-5g-camo-green-128-gb/p/itm1b9143305bed6?pid=MOBG9QWV95YG7AKC&lid=LSTMOBG9QWV95YG7AKCHEMBY3&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_66&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBG9QWV95YG7AKC.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 11i 5G (Purple Mist, 128 GB)","₹26,999","4.222,781 Ratings & 2,732 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP Rear Camera | 16MP Front Camera5160 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/xiaomi-11i-5g-purple-mist-128-gb/p/itmb0fd5926fb0d5?pid=MOBG9QXPXZTUYDY8&lid=LSTMOBG9QXPXZTUYDY88JXOXL&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_67&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBG9QXPXZTUYDY8.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 12 Pro 5G (Noir Black, 256 GB)","₹41,999","4.11,060 Ratings & 120 Reviews",12 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/xiaomi-12-pro-5g-noir-black-256-gb/p/itm67bddf0d43d59?pid=MOBGDZ84RS67ZTEP&lid=LSTMOBGDZ84RS67ZTEPVWOBEX&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_68&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBGDZ84RS67ZTEP.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Y2 (Blue, 32 GB)","₹10,499","4.560,331 Ratings & 4,089 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/y2-blue-32-gb/p/itm4ce00106320c3?pid=MOBF9VE4D7F7KYYH&lid=LSTMOBF9VE4D7F7KYYHFQ5RET&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_69&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBF9VE4D7F7KYYH.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"K20 Pro (Carbon Black, 128 GB)","₹28,999","4.520,109 Ratings & 2,201 Reviews",6 GB RAM | 128 GB ROM16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP + 8MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 855 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/k20-pro-carbon-black-128-gb/p/itmfg7uysw6gs55a?pid=MOBFG7UYMCBRSQZ8&lid=LSTMOBFG7UYMCBRSQZ8VPP2VS&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_70&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBFG7UYMCBRSQZ8.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Xiaomi 11i 5G (Purple Mist, 128 GB)","₹24,999","4.238,899 Ratings & 4,627 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display108MP Rear Camera | 16MP Front Camera5160 mAh Li-Polymer BatteryMediatek Dimensity 920 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/xiaomi-11i-5g-purple-mist-128-gb/p/itmb0fd5926fb0d5?pid=MOBG9QXPSQHXHX6S&lid=LSTMOBG9QXPSQHXHX6SHKWAU0&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_71&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBG9QXPSQHXHX6S.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Note 6 Pro (Black, 64 GB)","₹15,999","4.54,96,121 Ratings & 40,786 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/note-6-pro-black-64-gb/p/itm3528a196912ee?pid=MOBFAJB4CWKAZGPZ&lid=LSTMOBFAJB4CWKAZGPZVOYNQH&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_3_72&otracker=search&fm=organic&iid=e7ee5e5d-faf9-41e1-bd57-4a40b268c4c6.MOBFAJB4CWKAZGPZ.SEARCH&ppt=None&ppn=None&ssid=771bvck14w0000001744007660028&qH=ff5e66b76340c563
"Note 6 Pro (Black, 64 GB)","₹15,999","4.54,96,121 Ratings & 40,786 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://www.flipkart.com/note-6-pro-black-64-gb/p/itm3528a196912ee?pid=MOBFAJB4CWKAZGPZ&lid=LSTMOBFAJB4CWKAZGPZVOYNQH&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_73&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBFAJB4CWKAZGPZ.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3X (Ocean Green, 64 GB)","₹6,199","4.12,309 Ratings & 95 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3x-ocean-green-64-gb/p/itmae02f9f3f765a?pid=MOBH2YYZTAGANHRG&lid=LSTMOBH2YYZTAGANHRGESK4PY&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_4_74&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH2YYZTAGANHRG.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3X (Midnight Black, 128 GB)","₹6,999","4.21,495 Ratings & 76 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3x-midnight-black-128-gb/p/itmae02f9f3f765a?pid=MOBH22XZZBQHFVS2&lid=LSTMOBH22XZZBQHFVS2ZJBVLP&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_75&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH22XZZBQHFVS2.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3X (Olive Green, 128 GB)","₹6,999","4.21,495 Ratings & 76 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3x-olive-green-128-gb/p/itmae02f9f3f765a?pid=MOBH22XZNAYUF44R&lid=LSTMOBH22XZNAYUF44REAHYV9&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_76&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH22XZNAYUF44R.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3X (Midnight Black, 64 GB)","₹6,199","4.12,309 Ratings & 95 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3x-midnight-black-64-gb/p/itmae02f9f3f765a?pid=MOBH2YYZES7Y5H8K&lid=LSTMOBH2YYZES7Y5H8KOV8JEN&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_4_77&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH2YYZES7Y5H8K.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3X (Olive Green, 64 GB)","₹6,199","4.12,309 Ratings & 95 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3x-olive-green-64-gb/p/itmae02f9f3f765a?pid=MOBH2YYZPZ32HS9T&lid=LSTMOBH2YYZPZ32HS9TBHHZP4&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_4_78&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH2YYZPZ32HS9T.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3X (Ocean Green, 128 GB)","₹6,999","4.21,495 Ratings & 76 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3x-ocean-green-128-gb/p/itmae02f9f3f765a?pid=MOBH22XZ94F6P6QV&lid=LSTMOBH22XZ94F6P6QVR3JTOK&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_79&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH22XZ94F6P6QV.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,499","4.329,248 Ratings & 1,536 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmede93b8d7b1a4?pid=MOBH45GGFZNWZMK6&lid=LSTMOBH45GGFZNWZMK6NXS5CG&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_80&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH45GGFZNWZMK6.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A4 (Sparkle Purple, 128 GB)","₹9,599","4.33,778 Ratings & 206 Reviews",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,https://www.flipkart.com/redmi-a4-sparkle-purple-128-gb/p/itmf6a8b6a3d4395?pid=MOBH6YHDGD57AVHX&lid=LSTMOBH6YHDGD57AVHXNLHXT4&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_81&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH6YHDGD57AVHX.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Black Diamond, 128 GB)","₹12,499","4.329,248 Ratings & 1,536 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13-5g-black-diamond-128-gb/p/itmde242bdffbf34?pid=MOBH45GGGWHAG3GC&lid=LSTMOBH45GGGWHAG3GCRTVLSV&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_82&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH45GGGWHAG3GC.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 14C 5G (Stardust Purple, 64 GB)","₹9,499",4.2765 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-14c-5g-stardust-purple-64-gb/p/itm891e2331b34d8?pid=MOBH7VY5YRVW9M5Y&lid=LSTMOBH7VY5YRVW9M5YGEEBSG&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_83&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH7VY5YRVW9M5Y.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,499","4.329,248 Ratings & 1,536 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13-5g-orchid-pink-128-gb/p/itmede93b8d7b1a4?pid=MOBH45GGDNHMPRSD&lid=LSTMOBH45GGDNHMPRSDVNH3T5&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_84&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH45GGDNHMPRSD.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI Note 13 5G (Chromatic Purple, 256 GB)","₹16,499","4.217,360 Ratings & 1,019 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-13-5g-chromatic-purple-256-gb/p/itm9d97c0729ac35?pid=MOBHFM37FTDRENMH&lid=LSTMOBHFM37FTDRENMHD2T1LD&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_85&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBHFM37FTDRENMH.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A4 5G only on Jio SIM (Sparkle Purple, 64 GB)","₹8,955","4.33,778 Ratings & 206 Reviews",4 GB RAM | 64 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,https://www.flipkart.com/redmi-a4-5g-only-jio-sim-sparkle-purple-64-gb/p/itmf6a8b6a3d4395?pid=MOBH6YHE6BMAY9EA&lid=LSTMOBH6YHE6BMAY9EALSLTK0&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_86&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH6YHE6BMAY9EA.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Black Diamond, 128 GB)","₹13,999","4.26,758 Ratings & 389 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13-5g-black-diamond-128-gb/p/itmde242bdffbf34?pid=MOBH45GGMG8SJY2B&lid=LSTMOBH45GGMG8SJY2BAVQYJB&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_87&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH45GGMG8SJY2B.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A4 5G only on Jio SIM (Starry Black, 64 GB)","₹8,899","4.33,778 Ratings & 206 Reviews",4 GB RAM | 64 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,https://www.flipkart.com/redmi-a4-5g-only-jio-sim-starry-black-64-gb/p/itmf6a8b6a3d4395?pid=MOBH6YHEYUZGGFZQ&lid=LSTMOBH6YHEYUZGGFZQQEOG0N&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_88&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH6YHEYUZGGFZQ.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI Note 13 5G (Arctic White, 256 GB)","₹17,499","4.217,360 Ratings & 1,019 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty,https://www.flipkart.com/redmi-note-13-5g-arctic-white-256-gb/p/itm0ca1fb9ca3a5d?pid=MOBGXFFMY54GVFCJ&lid=LSTMOBGXFFMY54GVFCJAJUDAE&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_89&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGXFFMY54GVFCJ.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)","₹9,599","4.33,778 Ratings & 206 Reviews",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,https://www.flipkart.com/redmi-a4-5g-only-jio-sim-starry-black-128-gb/p/itmf6a8b6a3d4395?pid=MOBH6YHD5HTVZZHK&lid=LSTMOBH6YHD5HTVZZHKSNEN5H&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_90&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH6YHD5HTVZZHK.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3 (Olive Green, 128 GB)","₹8,596","4.15,892 Ratings & 294 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3-olive-green-128-gb/p/itm4fc9349645e90?pid=MOBGZF9P4DYENNGM&lid=LSTMOBGZF9P4DYENNGMHIEINF&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_91&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGZF9P4DYENNGM.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 12 (Jade Black, 128 GB)","₹12,400","4.273,884 Ratings & 4,396 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/redmi-12-jade-black-128-gb/p/itmb7050ec01c09f?pid=MOBGZF9PZHSZZSEA&lid=LSTMOBGZF9PZHSZZSEAZMFXIS&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_92&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGZF9PZHSZZSEA.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI A3 (Olive Green, 64 GB)","₹7,499","4.13,167 Ratings & 128 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatk Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a3-olive-green-64-gb/p/itm4fc9349645e90?pid=MOBGYFZMYHYMSNG7&lid=LSTMOBGYFZMYHYMSNG7HNVKO9&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_93&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBGYFZMYHYMSNG7.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹13,999","4.26,758 Ratings & 389 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-13-5g-hawaiian-blue-128-gb/p/itmede93b8d7b1a4?pid=MOBH45GGEC8AHEQY&lid=LSTMOBH45GGEC8AHEQYO2WKF1&marketplace=FLIPKART&q=xiaomi&store=tyy%2F4io&srno=s_4_94&otracker=search&fm=organic&iid=269094fb-48d6-4ce1-b1b9-4f6217a221bd.MOBH45GGEC8AHEQY.SEARCH&ppt=None&ppn=None&ssid=6k05cqef280000001744007671932&qH=ff5e66b76340c563
